No,University Name,Country,Location,World Ranking,Field of Study,Program Name,Mode of Study,Duration,Tuition Fees,Scholarships/Financial Aid,GPA,Grade Requirements,Standardized Tests (Processed),Language Requirements,Other Requirements,Source URL,Raw Text Snippet,Last Crawled Date,Standardized Language Requirements,English_Proficiency_Rating
60,University of Houston,USA,"Houston, Texas",QS #556,Medicine,BS Biology / Biochemistry / Biochemical & Biophysical Sciences,Campus,4 years,"In-state ~$13,050/yr; Out-of-state ~$31,000/yr",Yes (College of Natural Sciences scholarships).,3,,No,TOEFL iBT 79 / IELTS 6.5.,"Pre-med, dental, optometry, pharmacy, veterinary preparation.",https://www.uh.edu/academics/catalog/colleges/nsm/departments/biol/index.php,"“A major in either biology or biochemical and biophysical sciences offers excellent preparation for medical, dental, optometry…”",02/10/2025,TOEFL iBT 79 / IELTS 6.5,7
61,San Diego State University,USA,"San Diego, California",QS #1001-1200,Medicine,BS Public Health,Campus,4 years,"$8,728/yr",Yes (School of Public Health scholarships; merit / need-based aid),2.9,Cumulative  **** for entry to major;  ‚ÄúB‚Äù or better in PH & PH; certain other prep courses with C or higher :contentReference[oaicite:]{index=},No,TOEFL iBT 80; IELTS 6.5; PTE 58; Duolingo 105; or completion of SDSU�s American Language Institute Level 106 with GPA 3.0 :contentReference[oaicite:3]{index=3},"Prep courses: PH 101, PH 292; BIOL 100/Lab, BIOL 211 & 212, CHEM 100; others. Impacted major; must meet major change process criteria if switching into program.",https://publichealth.sdsu.edu/academics/bs-public-health,“Students who are admitted to SDSU may become public health majors … Grade of “B” or higher in PH 101 and PH 292 … Cumulative GPA of 2.9 or higher.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
62,San Diego State University,USA,"San Diego, California",QS #1001-1200,Medicine,BS Foods & Nutrition,Campus,4 years,"$8,728/yr",Yes (ENS scholarships; merit‐based aid),2.9,Cumulative  **** to enter major :contentReference[oaicite:]{index=},No,TOEFL iBT 80 / IELTS 6.5 etc.,"Prerequisite courses (Biology, Chemistry, Psychology, etc.); major is impacted (limited spots) :contentReference[oaicite:7]{index=7}",https://ens.sdsu.edu/academics/undergraduate/foods-nutrition/admission,“Complete the following courses … A grade of C (2.0) or better must be earned in Chemistry 100 and 130 … Have a cumulative GPA of 2.90 or better.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
63,San Diego State University,USA,"San Diego, California",QS #1001-1200,Engineering,Aerospace Engineering (BS),Campus,4 years,"$8,728/yr",Yes (College of Engineering scholarships; CSU & SDSU grants),2.7,Upper-division major  **** required for transfer/major entry :contentReference[oaicite:]{index=},No,TOEFL iBT 80; IELTS 6.5 etc.,Prerequisite lower-division courses; impaction; limited seats available in upper division :contentReference[oaicite:11]{index=11},https://admissions.sdsu.edu/transfers/gpa-requirements.aspx,“Aerospace Engineering … GPA Required … 2.70”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
64,San Diego State University,USA,"San Diego, California",QS #1001-1200,Business,BS Accounting,Campus,4 years,"$8,728/yr",Yes (Fowler College scholarships; general merit aid),2.9,Upper-division major  **** :contentReference[oaicite:]{index=},No,English proficiency: TOEFL/IELTS etc.,Business core prerequisites; Admission to major after pre-business / meeting lower division requirements :contentReference[oaicite:15]{index=15},https://admissions.sdsu.edu/transfers/gpa-requirements.aspx,“Business Administration (Accounting) … GPA Required … 2.90”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
65,San Diego State University,USA,"San Diego, California",QS #1001-1200,Business,BS Information Systems,Campus,4 years,"$8,728/yr",Yes (Fowler College of Business scholarships; merit aid),2.9,Upper-division major  **** :contentReference[oaicite:]{index=},No,English proficiency: TOEFL/IELTS etc.,Pre-major/core business prerequisites; major admission/impaction criteria apply :contentReference[oaicite:19]{index=19},https://admissions.sdsu.edu/transfers/gpa-requirements.aspx,“Business Administration (Information Systems) … GPA Required … 2.90”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
66,San Diego State University,USA,"San Diego, California",QS #1001-1200,Engineering,BS Computer Engineering,Campus,4 years,"$8,728/yr",Yes (Engineering dept scholarships),2.7,Upper-division major  **** :contentReference[oaicite:]{index=},No,English proficiency: TOEFL/IELTS etc.,Lower-division prerequisites; impaction; space limited :contentReference[oaicite:23]{index=23},https://admissions.sdsu.edu/transfers/gpa-requirements.aspx,“Computer Engineering … GPA Required … 2.70”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
67,San Diego State University,USA,"San Diego, California",QS #1001-1200,Engineering,BS Mechanical Engineering,Campus,4 years,"$8,728/yr",Yes (Engineering scholarships),2.7,Upper-division major  **** :contentReference[oaicite:]{index=},No,English proficiency: TOEFL/IELTS etc.,Lower‐division prerequisite courses; impaction in upper division.,https://admissions.sdsu.edu/transfers/gpa-requirements.aspx,“Mechanical Engineering … GPA Required … 2.70”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
68,University of Manchester,UK,Manchester,QS #27,IT,BSc Computer Science,Campus,3 years,"Home: £9,535/yr; Intl: £35,700/yr",Yes (university & departmental scholarships),3,Typical A-level offer: AAB‚ÄìAAA (varies by route),No,IELTS 6.5�7.0 (course page specifies exact bands),Strong maths background recommended; industrial year option available.,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00560/bsc-computer-science/,“Steeped in computing history and with close industry relationships …” :contentReference[oaicite:0]{index=0},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
69,University of Manchester,UK,Manchester,QS #27,Engineering,BEng Mechanical Engineering,Campus,3–4 years (depending on MEng),"Home: £9,535/yr; Intl: ~£35,700/yr",Yes (Faculty & College awards),3,Typical A-level offer: AAB‚ÄìAAA,No,IELTS 6.5�7.0,Strong maths & physics; design/capstone projects; professional accreditation routes.,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03389/beng-mechanical-engineering/,“The first English university to offer an engineering degree … world-class facilities …” :contentReference[oaicite:1]{index=1},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
70,University of Manchester,UK,Manchester,QS #27,Engineering,BEng Electrical & Electronic Engineering,Campus,4 years,"Home: £9,535/yr; Intl: ~£35,700/yr",Yes (scholarships & bursaries),3,Typical A-level offer: AAB‚ÄìAAA,No,IELTS 6.5�7.0,Maths & physics prerequisites; industry links & lab work.,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03363/beng-electrical-and-electronic-engineering/,“Switch on your career in electrical and electronic engineering …” :contentReference[oaicite:2]{index=2},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
71,University of Manchester,UK,Manchester,QS #27,Engineering,BSc Information Technology Management for Business,Campus,3 years,"Home: £9,535/yr; Intl: ~£35,700/yr",Yes (Alliance MBS & uni scholarships),3,Typical A-level offer: AAB‚ÄìABB,No,IELTS 6.5 (min band reqs apply),Combines business and IT modules; employer partners contribute to course design.,https://www.manchester.ac.uk/study/undergraduate/courses/2025/06246/bsc-information-technology-management-for-business/,“Created in collaboration with leading global employers …” :contentReference[oaicite:3]{index=3},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
72,University of Manchester,UK,Manchester,QS #27,Engineering,MEng Mechanical Engineering (integrated),Campus,4 years,"Home: £9,535/yr; Intl: ~£35,700/yr",Yes (college & departmental awards),3,Typical A-level offer: AAA,No,IELTS 6.5�7.0,Accredited integrated master's; advanced project work.,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03921/meng-mechanical-engineering/course-details/,“Aims to develop strong intellectual and practical skills …” :contentReference[oaicite:4]{index=4},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
73,University of Manchester,UK,Manchester,QS #27,Engineering,BEng Chemical Engineering,Campus,3–4 years,"Home: £9,535/yr; Intl: ~£35,700/yr",Yes (departmental & faculty scholarships),3,Typical A-level offer: AAB‚ÄìAAA,No,IELTS 6.5�7.0,Lab and process engineering modules; accreditation info on department page.,https://www.ce.manchester.ac.uk/study/undergraduate/courses/,“Undergraduate courses run by the Department of Chemical Engineering …” :contentReference[oaicite:5]{index=5},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
74,University of Manchester,UK,Manchester,QS #27,Engineering,Medical Engineering (as route or related courses),Campus,3–4 years,"Home: £9,535/yr; Intl: ~£35,700/yr",Yes (scholarships),3,Typical A-level offer: AAB‚ÄìAAA,No,IELTS 6.5+,Interdisciplinary engineering with biomedical applications; project work.,https://courses.leeds.ac.uk/f447/medical-engineering-meng-beng,“Medical engineering develops skills across medical engineering disciplines …” :contentReference[oaicite:6]{index=6},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
75,University of Manchester,UK,Manchester,QS #27,Engineering,Computer Science with Integrated Foundation Year (BSc),Campus,4–5 years (incl. foundation),"Home foundation route fees vary (~£9,535/yr); Intl foundation route higher (~£25k)",Yes (foundation bursaries possible),3,Foundation year entry requirements vary; progression requires meeting set s,No,English proficiency depends on route (higher for foundation intl route),Foundation year prepares students for degree progression.,https://www.manchester.ac.uk/study/undergraduate/courses/2025/12952/bsc-computer-science-with-an-integrated-foundation-year/course-details/,“Designed to improve mathematical & scientific understanding …” :contentReference[oaicite:7]{index=7},02/10/2025,TOEFL iBT 60 / IELTS 5.5,5
76,University of Manchester,UK,Manchester,QS #27,Medicine,Biotechnology / Biosciences (related undergrad courses),Campus,3 years,"Home: £9,535/yr; Intl: ~£35,700/yr",Yes (faculty & college scholarships),3,Typical A-level offer: AAB‚ÄìABB,No,IELTS 6.5,Good biological & chemistry background beneficial; research opportunities available.,https://www.manchester.ac.uk/study/undergraduate/courses/2026/,“Course finder includes Biotechnology & Biosciences options …” :contentReference[oaicite:8]{index=8},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
77,University of Manchester,UK,Manchester,QS #27,Business,Accountancy & Management / Business-related BSc,Campus,3 years,"Home: £9,535/yr; Intl: ~£35,700/yr",Yes (university merit & departmental awards),3,Typical A-level offer: AAB‚ÄìABB,No,IELTS 6.5,Business core with options in analytics/IT; placement/internship options.,https://www.manchester.ac.uk/study/undergraduate/courses/2026/,"“Course finder lists Accounting, Business & Management courses …” :contentReference[oaicite:9]{index=9}",02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
78,University of Leeds,UK,Leeds,QS #91,Engineering,Medical Engineering (BEng / MEng),Campus,3–4 years,"Home: ~£9,250/yr; Intl: ~£28,250/yr",Yes (college & department scholarships),3,Typical A-level offer: AAB‚ÄìAAA (varies),No,IELTS 6.5�7.0,"Specialisms include biomaterials, tissue engineering, joint replacement tech.",https://courses.leeds.ac.uk/f447/medical-engineering-meng-beng,“Studying medical engineering at Leeds will develop abilities across medical engineering disciplines …” :contentReference[oaicite:10]{index=10},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
79,University of Leeds,UK,Leeds,QS #91,Engineering,Mechanical Engineering (MEng/BEng),Campus,3–4 years,"Home: ~£9,250/yr; Intl: ~£28,250/yr",Yes (faculty awards & scholarships),3,Typical A-level offer: AAB‚ÄìAAA,No,IELTS 6.5�7.0,"Options to specialise (vehicle design, biomedical engineering); industrial placements.",https://courses.leeds.ac.uk/f411/mechanical-engineering-meng-beng,“Mechanical Engineering course develops knowledge across the subject …” :contentReference[oaicite:11]{index=11},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
80,University of Leeds,UK,Leeds,QS #91,Engineering,Civil Engineering (BEng/MEng),Campus,3–4 years,"Home: ~£9,250/yr; Intl: ~£28,250/yr",Yes (college/department scholarships),3,Typical A-level offer: AAB‚ÄìAAA,No,IELTS 6.5,Project & field work; accreditation information on course page.,https://courses.leeds.ac.uk/ (course finder),“Course search lists Civil and Civil-related engineering degrees …” :contentReference[oaicite:12]{index=12},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
81,University of Leeds,UK,Leeds,QS #91,Business,International Business BSc,Campus,3 years,"Home: ~£9,250/yr; Intl: ~£28,250/yr",Yes (merit scholarships & departmental awards),3,Typical A-level offer: AAB,No,IELTS 6.5 (min band 6.0),Must meet GCSE/IGCSE equivalents in Maths & English; placements & study abroad options.,https://courses.leeds.ac.uk/f831/international-business-bsc,“A-level: AAA … GCSE: 5 GCSEs at grade C/4 or higher including Maths and English …” :contentReference[oaicite:13]{index=13},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
82,University of Leeds,UK,Leeds,QS #91,Medicine,MBChB Medicine (Medicine and Surgery),Campus,5 years,"Home: ~£9,250/yr; Intl: ~£44,000+/yr",Yes (limited scholarships; NHS funding for some eligible UK students),3,Typical A-level offer: AAA incl Chemistry & Biology,No,IELTS usually 7.0 overall (or equivalent),Highly competitive; clinical placements essential.,https://courses.leeds.ac.uk/5580/medicine-and-surgery-mbchb/,“A-level: AAA including Chemistry and Biology … UCAT required …” :contentReference[oaicite:14]{index=14},02/10/2025,TOEFL iBT 90 / IELTS 7.0,8
83,University of Leeds,UK,Leeds,QS #91,Medicine,Biomedical Science (BSc),Campus,3 years,"Home: ~£9,250/yr; Intl: ~£28,250/yr",Yes (college bursaries & scholarships),3,Typical A-level offer: AAB‚ÄìABB,No,IELTS 6.5,Prepares students for graduate medicine/dental/pharmacy etc.; lab practicals.,https://www.leeds.ac.uk/undergraduate,“Undergraduate information and course pages …” :contentReference[oaicite:15]{index=15},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
84,University of Leeds,UK,Leeds,QS #91,IT,Computer Science & Business / Information Systems (BSc),Campus,3 years,"Home: ~£9,250/yr; Intl: ~£28,250/yr",Yes (scholarships & departmental awards),3,Typical A-level offer: AAB‚ÄìABB,No,IELTS 6.5,Combines computing and business modules; placement year options.,https://courses.leeds.ac.uk/,“Course finder includes joint computing / business options …” :contentReference[oaicite:16]{index=16},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
85,University of Leeds,UK,Leeds,QS #91,Engineering,Biomedical Engineering (BEng),Campus,3–4 years,"Home: ~£9,250/yr; Intl: ~£28,250/yr",Yes (dept & uni scholarships),3,Typical A-level offer: AAB‚ÄìAAA,No,IELTS 6.5�7.0,Interdisciplinary engineering with life-science applications.,https://courses.leeds.ac.uk/a239/medical-engineering-beng,“Medical engineering at Leeds will develop abilities across medical engineering disciplines …” :contentReference[oaicite:17]{index=17},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
86,University of Birmingham,UK,Birmingham,QS #88,IT,Computer Science BSc,Campus,3 years,"Home: £9,535/yr; Intl: ~£32,400/yr",Yes (bursaries & international scholarships),3,Typical A-level offer: A*AA‚ÄìAAA (varies by programme),No,IELTS 6.5�7.0 (dept thresholds apply),Flexible degree structure; accredited options and placement year.,https://www.birmingham.ac.uk/study/undergraduate/subjects/computer-science-courses/computer-science-bsc,“Flexible three-year BSc Computer Science degree …” :contentReference[oaicite:18]{index=18},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
87,University of Birmingham,UK,Birmingham,QS #88,IT,Mathematics and Computer Science BSc,Campus,3 years,"Home: £9,535/yr; Intl: ~£32,400/yr",Yes (college & uni scholarships),3,Typical offer: A*AA‚ÄìAAA,No,IELTS 6.5�7.0,"Strong maths requirement; modules include ML, AI and software engineering.",https://www.birmingham.ac.uk/study/undergraduate/subjects/mathematics-courses/mathematics-computer-science-bsc,"“Modules include Intelligent Interactive Systems, Intelligent Robotics, Machine Learning …” :contentReference[oaicite:19]{index=19}",02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
88,University of Birmingham,UK,Birmingham,QS #88,IT,BEng / MEng Mechanical Engineering,Campus,3–4 years,"Home: £9,535/yr; Intl: ~£30,000–32,400/yr",Yes (department & university scholarships),3,Typical A-level offer: A*AA‚ÄìAAA,No,IELTS 6.5�7.0,Accredited engineering pathways; industrial placements available.,https://www.birmingham.ac.uk/study/courses/undergraduate/engineering/mechanical-engineering.aspx,(see course finder) :contentReference[oaicite:20]{index=20},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
89,University of Birmingham,UK,Birmingham,QS #88,Engineering,BEng Electrical & Electronic Engineering,Campus,3–4 years,"Home: £9,535/yr; Intl: ~£30,000–32,400/yr",Yes (dept scholarships),3,Typical A-level offer: A*AA‚ÄìAAA,No,IELTS 6.5�7.0,Strong physics & maths background; lab and design projects.,https://www.birmingham.ac.uk/study/courses/undergraduate/engineering/index.aspx,(course search) :contentReference[oaicite:21]{index=21},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
90,University of Birmingham,UK,Birmingham,QS #88,Medicine,Biomedical Science BSc,Campus,3 years,"Home: £9,535/yr; Intl: ~£32,400/yr",Yes (some scholarships & college bursaries),3,Typical A-level offer: AAB‚ÄìAAA,No,IELTS 6.5�7.0,Strong lab practicals; pathway to health careers.,https://www.birmingham.ac.uk/study/undergraduate/subjects/medicine-courses/biomedical-science-bsc,“Biomedical Science provides a solid foundation …” :contentReference[oaicite:22]{index=22},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
91,University of Birmingham,UK,Birmingham,QS #88,IT,Business Computing / Information Systems (undergrad options),Campus,3 years,"Home: £9,535/yr; Intl: ~£30,000–32,400/yr",Yes (business school scholarships & merit awards),3,Typical A-level offer: AAB‚ÄìABB,No,IELTS 6.5,Business core with IT specialization; placement options in industry.,https://www.birmingham.ac.uk/study/courses (course finder),“Search undergraduate courses … Computer science and related courses listed …” :contentReference[oaicite:23]{index=23},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
92,University of Birmingham,UK,Birmingham,QS #88,Engineering,Civil Engineering BEng,Campus,3–4 years,"Home: £9,535/yr; Intl: ~£30,000–32,400/yr",Yes (dept scholarships),3,Typical A-level offer: A*AA‚ÄìAAA,No,IELTS 6.5,Accredited civil engineering courses; project and field work.,https://www.birmingham.ac.uk/study/courses (course finder),“Civil engineering courses listed in undergraduate search …” :contentReference[oaicite:24]{index=24},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
93,University of Sunderland,UK,Sunderland,QS (regional / not in global top listings),IT,Computer Science BSc (Hons),Campus,3–4 years,"Home: £9,535/yr; Intl: £16,500/yr (example listed)",Yes (university scholarships & course bursaries),3,Typical UCAS points: ~ points (varies by entry route),No,English proficiency for international students (TOEFL/IELTS),"Practical projects, AI, IoT, cybersecurity coverage.",https://www.sunderland.ac.uk/study/computing/undergraduate-computer-science/,"“Study fundamentals including AI, coding, DevOps, IoT, robotics and cybersecurity.” :contentReference[oaicite:25]{index=25}",02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
94,University of Sunderland,UK,Sunderland,QS (regional),Engineering,BEng Mechanical Engineering (Hons),Campus,3–4 years,"Home: £9,535/yr; Intl: ~£16,500/yr",Yes (college & uni scholarships),3,UCAS points typical entry ‚Äì (varies),No,IELTS/TOEFL for internationals,Options for integrated foundation year; accredited modules.,https://www.sunderland.ac.uk/study/engineering/,"“Undergraduate engineering courses include Mechanical, Electronic & Sustainable Design …” :contentReference[oaicite:26]{index=26}",02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
95,University of Sunderland,UK,Sunderland,QS (regional),Engineering,Electronic & Electrical Engineering BEng (Hons),Campus,3–4 years,"Home: £9,535/yr; Intl: ~£16,500/yr",Yes (dept scholarships & bursaries),3,UCAS points typical entry (varies),No,IELTS/TOEFL,for internationals,"Industry accreditations (Cisco, Microsoft partnerships referenced).",https://www.sunderland.ac.uk/study/engineering/,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
96,University of Sunderland,UK,Sunderland,QS (regional),Business,Applied Business Computing BSc (Hons),Campus,3 years,"Home: £9,535/yr; Intl: ~£16,500/yr",Yes (study centre scholarships & uni aid),3,UCAS points entry threshold (~ points),No,English proficiency required for international students,"Focus on business computing, data analytics, and enterprise IT.",https://services.sunderland.ac.uk/academicregistry/programmespecifications/businessandtechnology/,“Applied Business Computing (BSc) – Programme Specification …” :contentReference[oaicite:28]{index=28},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
97,University of Sunderland,UK,Sunderland,QS (regional),IT,Network Systems Engineering (Top-Up) BSc (Hons),Campus,1 year (top-up),"Home: £9,535/yr (top-up rates) ; Intl: ~£16,500/yr",Yes (limited scholarships),3,Applicant must hold appropriate HND/HNC or equivalent,Yes,English proficiency for internationals,Top-up converts HND/HNC to honours degree; specialist networking labs.,https://www.sunderland.ac.uk/study/computing/undergraduate-network-systems-top-up/,“BSc (Hons) Network Systems Engineering … top-up your existing qualification …” :contentReference[oaicite:29]{index=29},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
98,University of Sunderland,UK,Sunderland,QS (regional),IT,Computer Systems Engineering (Top-Up) BSc (Hons),Campus,1 year (top-up),"Home: £9,535/yr; Intl: ~£16,500/yr",Yes,3,Top-up entry requires relevant HND/HNC,No,IELTS for internationals,One-year top-up to honours level with practical modules.,https://www.sunderland.ac.uk/study/computing/undergraduate-computer-systems-engineering-sc/,“One-year top-up course … professional level developer software and hardware …” :contentReference[oaicite:30]{index=30},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
99,University of Sunderland,UK,Sunderland,QS (regional),IT,Business Intelligence & Data Analytics BSc,Campus,3 years,"Home: £9,535/yr; Intl: ~£16,500/yr",Yes (faculty awards),3,UCAS points entry threshold (varies),No,English proficiency for internationals,"Focus on BI tools, analytics, and business data applications.",https://services.sunderland.ac.uk/academicregistry/programmespecifications/businessandtechnology/,“Business Intelligence and Data Analytics (BSc) – Programme Specification …” :contentReference[oaicite:31]{index=31},02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
100,University of Sunderland,UK,Sunderland,QS (regional),Engineering,Software Engineering BEng (Hons) / Computing-related,Campus,3–4 years,"Home: £9,535/yr; Intl: ~£16,500/yr",Yes,3,UCAS points/A-Levels as per course page,No,IELTS for internationals,Accreditations / industry links noted on course pages.,https://www.sunderland.ac.uk/study/computing/,"“Undergraduate BScs include Computer Science, Game Development, Cyber Security and Digital Forensics …” :contentReference[oaicite:32]{index=32}",02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
101,University of Greenwich,UK,London / Medway,QS ~751-800,Business,Business Computing BSc (Hons),Campus,3 years,"Home: ~£9,535/yr; Intl: ~£17,500/yr",Yes (university scholarships & bursaries),3,UCAS points ~ (varies by route),No,IELTS 6.0�6.5 (course page specifies),"Combines IT and business, project work and industry placements.",https://www.gre.ac.uk/undergraduate-courses/engsci/business-computing-bsc-hons,"“Business computing degree covers themes important to businesses, including IT management …” :contentReference[oaicite:33]{index=33}",02/10/2025,TOEFL iBT 70 / IELTS 6.0,6
102,University of Greenwich,UK,London / Medway,QS ~751-800,Engineering,Computer Engineering BEng (Hons),Campus,3–4 years,"Home: ~£9,535/yr; Intl: ~£17,500/yr",Yes (dept & uni scholarships),3,UCAS points requirement (varies),No,IELTS 6.0�6.5,"Embedded systems, robotics and hardware + software modules.",https://www.gre.ac.uk/undergraduate-courses/engsci/computer-engineering-beng-hons,"“Design applications for embedded systems, robotics, real-time systems …” :contentReference[oaicite:34]{index=34}",02/10/2025,TOEFL iBT 70 / IELTS 6.0,6
103,University of Greenwich,UK,London / Medway,QS ~751-800,Computing,Computer Science BSc (Hons) — AI / Cyber / Data options,Campus,3 years,"Home: ~£9,535/yr; Intl: ~£17,500/yr",Yes (scholarships & course bursaries),3,UCAS points entry (varies by endorsement),No,IELTS 6.0�6.5,"Specialist endorsements available (AI, Cyber Security, Data Science, Games).",https://www.gre.ac.uk/undergraduate-courses/engsci/computing-bsc-hons,"“Choose core Computer Science or specialist endorsement in AI, Cyber Security, Data Science or Games …” :contentReference[oaicite:35]{index=35}",02/10/2025,TOEFL iBT 70 / IELTS 6.0,6
104,University of Greenwich,UK,London / Medway,QS ~751-800,Business,Accounting & Finance / Business Management BAs,Campus,3 years,"Home: ~£9,535/yr; Intl: ~£17,500/yr",Yes (Greenwich scholarships; alumni funds),3,UCAS points ~ (varies),No,IELTS 6.0�6.5 (if needed),Sandwich (placement) year options available for work experience.,https://www.gre.ac.uk/undergraduate-courses/by-subject,"“Undergraduate courses by subject lists Accounting and Finance, Business Management …” :contentReference[oaicite:36]{index=36}",02/10/2025,TOEFL iBT 70 / IELTS 6.0,6
105,University of Greenwich,UK,London / Medway,QS ~751-800,Medicine,Applied Biomedical Science / Biomedical Science BSc (Hons),Campus,3 years,"Home: ~£9,535/yr; Intl: ~£17,500/yr",Yes (health & science scholarships),3,UCAS points as per programme (varies),No,IELTS 6.0�6.5 (if applicable),Lab practicals and professional accreditation info on course page.,https://www.gre.ac.uk/undergraduate-courses/by-subject,“Biomedicine and Biomedical Science courses available …” :contentReference[oaicite:37]{index=37},02/10/2025,TOEFL iBT 70 / IELTS 6.0,6
106,University of Greenwich,UK,London / Medway,QS ~751-800,Engineering,Chemical / Civil / Mechanical Engineering (various BEng/BSc routes),Campus,3–4 years,"Home: ~£9,535/yr; Intl: ~£17,500/yr",Yes (dept & uni awards),3,UCAS points typical; A-Levels/BTEC equivalence required,No,IELTS 6.0�6.5,Engineering degrees often offer an industrial placement (sandwich) year.,https://www.gre.ac.uk/subjects/computer-engineering,“Computer engineering & engineering subject listings at Greenwich …” :contentReference[oaicite:38]{index=38},02/10/2025,TOEFL iBT 70 / IELTS 6.0,6
107,University of British Columbia,Canada,Vancouver / Okanagan,QS #34,IT,BSc Computer Science (Vancouver),Campus,4 years,"Domestic: ~CAD $5,500–8,000 / year (varies by credit load) | International: ~CAD $50,000–51,000 / year",Yes (UBC entrance scholarships; faculty & Sauder/CPSC awards; need & merit-based),3,high-school s; direct-entry or transfer rules apply,No,TOEFL iBT 90 / IELTS 6.5 (or equivalent),Strong maths; programming preparation; co-op/industry options.,https://www.cs.ubc.ca/,"“Computer Science at UBC prepares students with foundations in algorithms, systems and software engineering.”",02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
108,University of British Columbia,Canada,Vancouver / Okanagan,QS #34,Engineering,BASc Civil Engineering,Campus,4 years,"Domestic: ~CAD $6,000–8,000 / year | International: ~CAD $50,000–64,000 / year (engineering program group rates)","Yes (Engineering scholarships, awards & entrance scholarships)",3,s; math & science prerequisites,No,TOEFL iBT 90 / IELTS 6.5,Accredited program; lab & fieldwork; co-op available (campus specific).,https://engineering.ubc.ca/undergraduate,“Engineering programs prepare graduates for professional practice and research.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
109,University of British Columbia,Canada,Vancouver / Okanagan,QS #34,IT,BEng Computer Engineering,Campus,4 years,"Domestic: ~CAD $6,000–8,000 / year | International: ~CAD $50,000–64,000 / year",Yes (Engineering & departmental awards; co-op scholarships),3,s; solid math/science background,No,TOEFL iBT 90 / IELTS 6.5,Hardware & software modules; accreditation (professional engineering).,https://engineering.ubc.ca/programs/electrical-and-computer-engineering,“Computer Engineering integrates hardware and software systems.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
110,University of British Columbia,Canada,Vancouver / Okanagan,QS #34,Business,BS / BCom,(UBC Sauder) Bachelor of Commerce, Campus,4 years,"Domestic: ~CAD $6,000–10,000 / year (depends on residency) | International: ~CAD $48,000–64,000 / year",3,Yes (Sauder scholarships; UBC entrance scholarships; merit & need),No,High-school credentials / IB / A-levels etc.,TOEFL iBT 90 / IELTS 6.5,"Business foundation plus majors (finance, accounting, MIS); co-op/placements.",https://www.sauder.ubc.ca/programs/bachelor-commerce,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
111,University of British Columbia,Canada,Vancouver / Okanagan,QS #34,Medicine,BSN Bachelor of Science in Nursing (UBC Okanagan & Vancouver streams),Campus,4 years,"Domestic: program fees + tuition ~CAD $8,000–12,000 / year (varies) | International: ~CAD $50,000+ / year (varies by campus)",Yes (faculty & nursing scholarships),3,; prerequisites in biology/chemistry often required,No,TOEFL iBT 90 / IELTS 6.5,"Lab practicums, clinical placements, program-specific fees for nursing labs.",https://nursing.ubc.ca/programs/undergraduate,“Nursing programs include clinical placements and professional practice elements.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
